frekvens (Hz),demping CH1(dB),Phase (deg),Demping CH2 (dB),Phase (deg)
23.92578125,-64.01154300696911,106.7714995811746,-59.46655661005515,113.6332095509835
24.169921875,-63.4199052380847,140.5819192756043,-59.6870637589205,118.6331925402228
24.4140625,-61.60532334216835,165.2179227519515,-61.00160890186179,121.5365029737139
24.658203125,-61.87895323130271,6.240978637926187,-64.54882237799598,122.8209766328876
24.90234375,-60.50731138974114,41.16399238121669,-70.82795946844811,15.69304874624733
25.146484375,-60.4722517489934,49.71802529717163,-66.98853041976588,48.17956321110668
25.390625,-65.49731114956958,25.41248432066911,-71.50583507010612,12.32069810744456
25.634765625,-64.52971235590039,129.0329037225256,-67.66988889638115,122.3089312248189
25.87890625,-59.43829191816875,98.3179954943565,-63.05494587579222,91.07064153206528
26.123046875,-57.91487163713008,85.6064562403736,-61.40364708693899,77.1260667809689
26.3671875,-60.49419216355572,83.02432745643264,-65.85698598658819,85.68320457037538
26.611328125,-67.97317565740158,104.6501227685931,-70.10801242272082,161.5255961461223
26.85546875,-73.1248286335653,28.58433012106531,-65.77091981275817,13.96199740231942
27.099609375,-64.4012425714091,82.22906678143806,-64.0359241757362,40.09091217051329
27.34375,-61.08424093627047,77.76653950191869,-63.39152823385892,45.92510656883729
27.587890625,-59.18479944372046,75.64938979039594,-63.127741960567,49.31204690529663
27.83203125,-57.48717143295017,81.22698302043072,-61.44845066516677,65.32158270250855
28.076171875,-57.55078520512353,90.85895239382997,-61.41535935029002,89.40600348118153
28.3203125,-57.20335718873545,111.1615404938013,-59.13244395164273,119.5623197399577
28.564453125,-57.63942324537854,119.8837786528606,-57.85986023342847,125.7054670496234
28.80859375,-60.65707072484344,131.8066824953128,-58.77825050855125,132.603481366652
29.052734375,-67.29989648785936,140.8561709155772,-62.33445318407911,129.9837442477468
29.296875,-68.67074142565011,4.396732974399314,-67.54969267516684,49.33385110490884
29.541015625,-63.75991718498596,2.991913567468993,-63.48177225631996,22.09323885525363
29.78515625,-68.72241043104131,43.25505937823775,-65.38576223222294,48.6011781598073
30.029296875,-64.84397408840438,116.3912152656803,-64.61018552688546,89.09833637884033
30.2734375,-60.86165204395137,126.1865321938523,-62.49785055797564,97.75060115576821
30.517578125,-58.54807999760772,129.2485601588604,-61.09625451121499,99.3656559194398
30.76171875,-55.2682887673739,127.785141541423,-57.77439507985179,102.8834581505646
31.005859375,-53.26206455410243,126.9390214548554,-55.44282098764134,108.3578994109804
31.25,-53.04356946123391,127.8254051074587,-55.00104144670041,115.6099007158008
31.494140625,-53.95814419891934,126.6869644029576,-55.43483581043073,119.8018237233835
31.73828125,-57.58426721326293,130.9953064760799,-58.08902656515592,132.0408114292293
31.982421875,-69.73068157786345,145.5007746242773,-64.23102997306731,168.244727324473
32.2265625,-66.87262284797681,159.5279608469832,-70.91568354818557,64.39292541839836
32.470703125,-61.41345655917507,173.0643991699683,-70.32091194856054,136.9388118144697
32.71484375,-61.85080114047439,1.118234956143099,-73.39194617957882,171.8938533370543
32.958984375,-68.16131471852744,26.09981033025439,-72.20456784755652,99.96308311117384
33.203125,-69.35605895609302,101.406262248329,-64.5734058114771,109.0981231379294
33.447265625,-63.89519188690684,129.7933353468968,-60.43181390361343,110.5270820470847
33.69140625,-60.61807826806118,142.6342460720609,-58.23793490104677,116.2039175860617
33.935546875,-60.3000627599227,148.4582535231046,-58.25135279348078,115.797289282181
34.1796875,-59.32297378919286,159.6170185482564,-58.48784692226489,123.3323201438809
34.423828125,-56.27589912688448,160.9966872603481,-56.84485815528063,136.0081959814825
34.66796875,-52.69889769759573,143.3980249005018,-53.8738957660377,127.481369664586
34.912109375,-49.90092207640067,131.1625712858526,-51.28299040056923,118.6385926690217
35.15625,-49.13391958637342,124.326933301313,-50.54224423957903,114.8489575069564
35.400390625,-49.52781461909061,116.9778656424011,-51.0954219605164,109.1738788364747
35.64453125,-51.68120129676357,113.9970952998361,-53.61151719208365,106.9465685650852
35.888671875,-57.82476646048604,109.810263256864,-61.27251177040656,101.8117739624004
36.1328125,-64.08256783915306,49.15574939618708,-65.82479980966998,8.035132381245784
36.376953125,-61.99440154571668,13.21770371761638,-62.3516657678643,165.954820149795
36.62109375,-66.51749787931074,167.181332005714,-67.4072133609658,139.3611842258018
36.865234375,-68.46383402115646,39.30168938361116,-65.70075561164975,11.4404435276295
37.109375,-57.80706083861791,12.56666920412662,-56.72773154293861,172.0166306912096
37.353515625,-54.19706694559316,171.5856297604604,-53.71532645689162,152.3961604381535
37.59765625,-52.45802290329937,143.4831424982195,-52.04567370593413,124.715011979782
37.841796875,-52.16445414434322,121.158258693226,-51.47605974568094,101.4175595963882
38.0859375,-51.9321835200623,101.2377039491072,-51.02162136288307,83.06932470054809
38.330078125,-52.13840861779626,93.26978747425433,-51.56666947338203,75.28047530884594
38.57421875,-55.41097532863992,97.92352964324505,-55.23857646618921,74.44129654265357
38.818359375,-60.50015004978572,110.1491912177534,-61.19135932088128,79.49912214654964
39.0625,-61.50552485420678,118.1173428146202,-62.90802156391653,92.67689516276226
39.306640625,-62.46943873152595,105.2572152453179,-63.51002714926784,85.55143051254608
39.55078125,-68.84515427154149,59.07646774857857,-73.22471710857518,52.71109341317027
39.794921875,-75.92706589440445,68.68406882700812,-71.36558629623391,14.44578388058277
40.0390625,-69.82699776989301,86.33653166411474,-66.26282302290255,10.07295764993836
40.283203125,-69.44154766776836,47.69304030721519,-65.27176941473621,30.55993653549453
40.52734375,-65.16060340959913,87.68385498649396,-63.06740497937422,163.5989724571373
40.771484375,-57.42144830152436,76.74590509960544,-58.93773256313469,100.8850712318544
41.015625,-54.08656354802239,56.13515629783431,-55.67688677470541,63.76311288454121
41.259765625,-53.61001695903887,53.83037975358394,-54.16145619391574,56.36515969179362
41.50390625,-53.64600976027724,56.93379339979445,-53.3291150200024,54.1859273004332
41.748046875,-54.91667514042603,55.80513752069161,-54.0430838539819,48.52794168363621
41.9921875,-59.02298375393985,72.93943689868588,-56.84522700869046,55.27541802878694
42.236328125,-62.78291533832292,106.6812170194309,-59.52491363716749,67.82254790038246
42.48046875,-69.35914088990756,144.7132812892487,-65.18081387025801,63.32033777809501
42.724609375,-67.04937101890978,12.25521569421759,-82.65885413945892,29.24515308094222
42.96875,-67.4611997977278,164.2861084663008,-74.65354884024683,4.933814179195396
43.212890625,-65.37032927246182,114.9298429267568,-66.41947104963832,20.50487333212864
43.45703125,-61.14657000319043,111.9239965501669,-64.96481336332255,47.46508659822126
43.701171875,-59.18644603827047,102.837683907193,-61.80118467304418,62.41730879485067
43.9453125,-58.10988813876713,72.17757544576291,-58.86759081227077,46.2954638757975
44.189453125,-56.51441279570215,42.10851598783348,-57.35251369009295,29.11740426098475
44.43359375,-54.31112891886359,22.12025576875412,-55.8727084808929,14.28774245379973
44.677734375,-51.98595860251789,15.59834931375508,-53.42294258858829,6.137296750559552
44.921875,-51.39434377122532,13.12793358674752,-52.40133879705832,4.14161536187547
45.166015625,-52.23755940878127,9.823526691871198,-52.97076602758952,2.938380213458731
45.41015625,-53.74781192878784,6.27063785892811,-54.29988596950727,179.1266120668846
45.654296875,-56.29904343689855,177.6276899255894,-56.4562000243425,169.8005585837733
45.8984375,-60.0150282783381,153.2897174440269,-59.59307891249966,146.3850008432787
46.142578125,-63.7776316923362,103.1175340950179,-62.63610663968328,102.2772961904569
46.38671875,-66.5577660525818,42.00500744305176,-66.12969210175515,61.89590066796619
46.630859375,-64.90948059968039,128.8785874433266,-73.6826244513916,126.1130385715696
46.875,-58.51945889548234,103.8452199047684,-62.58251918597445,94.09633242998792
47.119140625,-56.24875863637604,89.07058608166182,-59.82256976109785,83.59447315393852
47.36328125,-55.61135856737027,68.15176633280586,-60.00507518800204,60.73834029543029
47.607421875,-57.14867006674199,52.82484463168117,-63.10914570467453,45.7670077698269
47.8515625,-57.82524011432569,37.52468515952593,-64.09069041622729,32.97765793856627
48.095703125,-56.67660575355626,27.17294374524462,-61.35591479441473,25.38797789880836
48.33984375,-57.02796242166096,20.20333951606311,-60.83284896816576,24.72633868865897
48.583984375,-56.88753270128362,13.26071756191483,-59.57113926226385,18.98114555942376
48.828125,-56.62865166028006,176.1087955203939,-58.83198532715425,179.0088671628008
49.072265625,-56.37357805591436,150.2706575452676,-58.43041775796301,149.8972933197186
49.31640625,-56.47137286645781,134.8729513202587,-57.8438501279267,134.0903109268931
49.560546875,-57.92011754601205,123.398527531048,-58.6294728461375,124.0635266509877
49.8046875,-61.28420271807311,106.7939892726731,-61.47948790620632,116.32131505085
50.048828125,-66.61485506273543,52.33373556993023,-70.29916451688634,103.5692696076013
50.29296875,-60.99224276314817,170.9375707138093,-67.63367975253152,143.303756367908
50.537109375,-56.71210637413731,154.7971255960965,-59.79821402001271,127.6967583475136
50.78125,-55.44423114510883,148.4406023863771,-57.39616675055772,122.5164128679801
51.025390625,-55.80094777060279,147.3424376186185,-57.10593110397206,123.7596143934802
51.26953125,-57.39498521749726,153.5774788595796,-58.64110099611575,129.4728294127393
51.513671875,-61.12850090907575,178.2165896965398,-64.23206365723203,148.7033426944427
51.7578125,-60.43045298459582,61.58099278268768,-64.8068843152993,63.35670842361201
52.001953125,-55.69072207250912,85.46422065894197,-58.39175525944133,86.51506983465518
52.24609375,-53.67035532870489,92.80117789541669,-56.20626478142248,91.18674778898198
52.490234375,-52.7442472786846,97.03467235832971,-55.17450646879341,90.1723876290245
52.734375,-53.82624760850334,100.8661786682725,-56.00382695420656,89.19170405990464
52.978515625,-58.17802107012621,97.63407267042827,-59.65255793344926,81.09255971610278
53.22265625,-63.67990310025002,64.97482343781404,-62.37085722916758,51.36057153499627
53.466796875,-64.48899096907289,16.56567549715441,-62.48937152379982,27.37791600430901
53.7109375,-61.62638023509697,156.7359801614488,-62.60623290489769,172.141149184188
53.955078125,-58.58149635574527,141.9329091974043,-59.87699880579698,147.8460050323939
54.19921875,-57.49536557750698,137.5608461971372,-58.26379856611048,141.0995185554225
54.443359375,-57.38152668591039,131.030888176905,-57.92262283959118,132.404262667867
54.6875,-58.12511482153631,119.816117400438,-58.96474825509588,120.0777713040914
54.931640625,-62.53165638332925,103.6917731286992,-64.50520814816008,109.7682341613761
55.17578125,-68.92854089236425,179.0357701218929,-73.2738386795979,120.016816353516
55.419921875,-59.95004652652482,136.0796536357497,-61.17593501241402,106.3916361866932
55.6640625,-57.66547642546746,115.5382236123965,-58.48121183456126,89.60018633399376
55.908203125,-57.74882773025386,101.6195126778456,-58.47705485684153,79.55414052045326
56.15234375,-59.75085291092186,89.65228789895293,-61.24471544599922,74.56832816488011
56.396484375,-60.66276759245429,69.47745267083403,-64.22595681305853,58.83927661867439
56.640625,-61.5400101828094,80.14954887679974,-65.88017399246789,78.2038178051063
56.884765625,-62.49741557512142,131.754951414143,-63.96778116350835,139.7114014251302
57.12890625,-58.48819462490855,161.0900602290207,-59.36154096411715,158.6391532417377
57.373046875,-55.68773818564921,166.9520694582639,-56.83805032264538,159.8710305792373
57.6171875,-55.25869700710465,177.7355624402595,-56.13801342746703,172.0284481708096
57.861328125,-55.61608431433849,1.002617522267695,-56.30364819756188,179.769216439401
58.10546875,-54.70120997606323,163.5039616956319,-56.60386185157135,161.7197205790708
58.349609375,-52.95749515285437,144.618564629436,-55.64390931867698,132.7278614284367
58.59375,-51.59851769651844,133.2312501939086,-53.85344452978812,112.5658885103991
58.837890625,-50.91855643324368,125.3453979333243,-52.37120285501511,100.5614666355641
59.08203125,-52.03035843604358,114.0074876415561,-52.7935982503752,88.6806553907014
59.326171875,-55.08726747108915,84.01616254840557,-55.27005133685652,61.04418923177621
59.5703125,-51.04871247972618,57.35245126929974,-51.59404677350456,37.94824753273624
59.814453125,-41.4073188169592,69.56755480891393,-42.05440432778073,51.07122146244851
60.05859375,-35.68052886295164,75.2550299103182,-36.27437815288546,56.83334587857734
60.302734375,-34.31593383938034,77.61375170926675,-34.87726216934492,59.32198895946308
60.546875,-34.26794780350182,80.21292761364325,-34.79304364547452,62.31984099647892
60.791015625,-35.49735902478022,83.6123832130673,-35.97645695327584,66.28787252396754
61.03515625,-41.34183717242279,90.47071878044211,-41.61534755933562,74.85569928606547
61.279296875,-52.5362716218788,117.2641259026166,-51.03099816775878,104.683923574689
61.5234375,-58.47771576967759,149.2854163897694,-54.60476326897663,126.2111117355432
61.767578125,-62.07258529269508,147.1052579982544,-56.49340081741801,119.1677381990156
62.01171875,-74.07787122892485,123.861684170996,-60.58516839790695,103.8709416000873
62.255859375,-74.8631828901934,102.5178959742004,-67.32350079528499,98.32429564588953
62.5,-66.05200285604725,80.05371724805178,-87.58329916176203,139.4023054636117
62.744140625,-64.29327761488739,97.14007374561898,-68.39828609359962,142.5932709463169
62.98828125,-62.74875216508519,114.9353161334995,-62.32294400789957,149.8523728253808
63.232421875,-59.95716067424009,112.5642378717158,-60.70832231938401,139.3288632371047
63.4765625,-61.29220093141748,98.55077736965256,-64.08124145725834,127.1022796326107
63.720703125,-61.70532749092952,67.90574233885222,-66.84648741271383,69.49190917806396
63.96484375,-57.94131767347821,54.05693955715215,-59.54805498967693,40.0277031064889
64.208984375,-55.99932941973339,36.76664952212758,-56.32036248390299,22.52050776808209
64.453125,-57.23592985490524,23.72685027508746,-57.10644192961831,10.75074582785756
64.697265625,-62.81985616030219,13.17833510784505,-61.86421667994221,178.5953505772903
64.94140625,-63.7340212194336,157.3128829753915,-62.15178431712857,144.5884338266755
65.185546875,-59.83347219173376,133.7695213534384,-59.33130716888336,123.6615548921855
65.4296875,-58.05517305250675,123.5311522328391,-58.69225256333264,113.0787894938724
65.673828125,-58.42139717122546,127.0170539416695,-60.32235392419133,117.7429938927627
65.91796875,-60.70446594212009,126.853134201059,-66.00313144402861,123.5936337378826
66.162109375,-66.38969369946277,122.8332254909518,-78.57900579589625,73.10161420639687
66.40625,-71.83299884784249,175.7076047263374,-64.87506455816525,76.72653557211808
66.650390625,-65.96999706401417,179.3206204642162,-63.22582751701255,59.7661625295799
66.89453125,-60.08366940553357,171.4539312568163,-61.73049917333963,25.40058490813046
67.138671875,-56.52631222895569,176.3524191294687,-57.96950568642679,7.232410290325099
67.3828125,-56.20109222206003,6.243891081003783,-56.90962618824089,7.970099484939085
67.626953125,-57.55318496705758,23.54115670510788,-57.21538931675206,14.83290085767866
67.87109375,-58.70151570108945,38.03853309232364,-57.71147718607455,15.46241650316185
68.115234375,-61.13477090304961,40.57007369731092,-58.99182057968205,3.472046459674741
68.359375,-64.58641794893171,18.42329888796862,-59.29201363997903,160.9209202036674
68.603515625,-59.54898465380889,161.7544598357875,-56.07205514463079,141.282924092571
68.84765625,-56.05303317480568,152.5782245456615,-53.94796036753085,131.3488795753995
69.091796875,-56.29832786835905,149.740232907865,-54.40829325238035,126.2852950447069
69.3359375,-57.64842515171843,153.9411302799118,-55.74441945499969,123.8306195341812
69.580078125,-64.14676316181907,174.5123677545737,-60.20175226567659,120.635646495529
69.82421875,-65.2683766131033,116.5329756460658,-75.49940344312182,66.95338069425603
70.068359375,-60.25957784676525,141.0935210018437,-66.50237812909513,161.7188160989537
70.3125,-58.34486182149463,144.0257693503961,-61.80933445300491,151.7237380571254
70.556640625,-56.08544266435852,136.2370808842817,-56.46686970258226,149.7985562493123
70.80078125,-54.95121431433947,130.7666672823414,-53.34301445247281,152.7204834868207
71.044921875,-54.89099600809566,126.4122698957816,-52.53762420949496,150.1986553429669
71.2890625,-55.00785524415744,124.0332146954109,-52.13319887455231,149.5939854102669
71.533203125,-56.70856567749528,123.0324773945268,-53.52812512366953,151.8445373635989
71.77734375,-59.93629701402742,131.6933772205985,-57.39943898947552,150.9611518467188
72.021484375,-61.57119026689591,169.4381249944959,-60.30541136769131,165.1544232425522
72.265625,-60.38044731193508,19.71230887156398,-61.0823704714,6.849074324002021
72.509765625,-60.23013761299847,33.46687855947855,-63.06830894434391,16.76563532681162
72.75390625,-61.21140252773007,58.17343833995881,-66.41457683021586,36.48699761416982
72.998046875,-62.32820349338284,94.31464052273408,-70.47035053940326,77.68284372947745
73.2421875,-62.67860132424569,136.4842363385733,-70.21772375470334,143.6924656298743
73.486328125,-61.70854154738515,164.8604244159371,-68.17092974273079,165.9334695453536
73.73046875,-65.64230251342507,1.012298035216803,-82.83487760600477,172.1673951840085
73.974609375,-84.27196325118602,22.00453623826416,-68.90720170043606,5.140732773150026
74.21875,-65.99510835666223,40.42086466971427,-61.25608281784591,16.42577606834123
74.462890625,-55.72203522287496,45.15608447020328,-54.72768769824718,20.9808079868955
74.70703125,-52.05516192124436,48.5611375010027,-52.23804392505202,22.84419017172782
74.951171875,-52.131758421576,52.1744181211097,-53.1589291009946,22.84621651346785
75.1953125,-52.60676967615416,54.26438260279405,-54.1999829895158,21.07961026220681
75.439453125,-55.94421131824745,59.52086383066002,-58.01624355298032,18.28706172994537
75.68359375,-67.66374752767828,88.833423398666,-72.24326122294484,156.3791574628769
75.927734375,-72.25004568093168,172.1337320270903,-72.72017300451279,71.62892503333389
76.171875,-69.68505602801274,118.5785686123111,-77.2828053638567,52.65934245044257
76.416015625,-65.72120906392843,64.45754545017887,-66.51057717315175,32.59607579285857
76.66015625,-62.1433565616038,27.10085658118799,-63.14728361945826,8.932536775905277
76.904296875,-59.87666626136169,13.58000273597205,-61.68856539826586,0.3406743028720534
77.1484375,-57.89257521382967,1.674172707467933,-59.68723332505162,165.4224179318763
77.392578125,-57.86007858053502,160.557073733006,-59.02611294009592,144.0276153229012
77.63671875,-59.41981412287481,129.5880025129917,-60.46763655575552,117.1525991483032
77.880859375,-60.92065561370862,109.3088535969216,-61.41674874387779,101.840563299096
78.125,-62.70725290414251,93.3826738757565,-63.00150540871763,97.34444321669521
78.369140625,-67.63732692219206,77.06224646233728,-68.55400226079199,101.3355891223714
78.61328125,-73.07561299768383,58.2240169599703,-69.26815783549584,8.543387473470816
78.857421875,-62.80168913663839,55.39867882524494,-63.34302282214462,23.44210089555835
79.1015625,-61.53591394620663,55.47647639433825,-62.97901772408903,22.72051547425965
79.345703125,-63.39043417200931,58.63096253835341,-65.61360002612999,16.77192241168295
79.58984375,-68.30412207472473,46.28536309469395,-69.46648095337962,163.7796529316082
79.833984375,-70.75901728992187,11.52489956647313,-68.53815844413361,136.0168534325642
80.078125,-66.60378119410808,168.3233092209403,-66.75736745766157,135.6065072164367
80.322265625,-62.35684387763769,147.5307786289678,-64.8644856925152,121.4453954694851
80.56640625,-61.37379569023527,138.8721334777705,-64.94607897543987,115.9293315899602
80.810546875,-62.40492367343851,133.9670809597594,-66.53514054268024,122.0715803119136
81.0546875,-65.46572103272055,116.944627216752,-70.68732212018094,127.4523867535074
81.298828125,-78.28080703441523,5.286549790213819,-69.55814461427687,62.41931058927272
81.54296875,-64.38601715254319,120.2309318541808,-61.53016003193741,77.46402431158371
81.787109375,-62.09140395797328,120.4591545062453,-59.90284382548836,87.75115146815847
82.03125,-61.13280343139899,118.5544624529553,-58.98372982877446,96.08297167727318
82.275390625,-62.40403631307235,117.1428415958781,-60.03828527971058,100.897785321265
82.51953125,-69.39825485403371,150.559394028293,-64.18893939823893,119.4815064174262
82.763671875,-71.60473622575167,37.0188613844764,-67.29634488428894,141.1579166885475
83.0078125,-68.56838553450855,58.59999956381962,-68.5012211054615,160.593556677742
83.251953125,-65.16326889158049,64.01390761596018,-67.47884581139434,1.809580270974336
83.49609375,-68.45310311506117,60.38607469633293,-68.40387007125261,170.4955224754717
83.740234375,-72.35350671947438,43.66414163321887,-69.91047295195487,166.9040569444437
83.984375,-68.82661000177899,53.16107395185998,-72.2607093156609,18.40247439042112
84.228515625,-65.73514625432402,59.61829403237975,-72.30103473685082,44.89842195690855
84.47265625,-62.03229929012195,67.31770800978444,-68.148099258792,61.91127629579703
84.716796875,-60.3018349609114,73.70237917169393,-65.99946982503883,74.93838524101572
84.9609375,-61.31743681945474,72.47962093906131,-65.61772166247293,76.75582369006591
